filename,value,digits,length,width,height,box
176991.png,217,"[2, 1, 7]",3,89,66,"[17, 18, 57, 55]"
176992.png,28,"[2, 8]",2,128,57,"[54, 17, 74, 39]"
176993.png,137,"[1, 3, 7]",3,115,91,"[16, 15, 78, 78]"
176994.png,230,"[2, 3, 0]",3,101,62,"[15, 15, 69, 49]"
176995.png,207,"[2, 0, 7]",3,55,32,"[6, 2, 40, 27]"
176996.png,520,"[5, 2, 0]",3,54,33,"[8, 1, 45, 30]"
176997.png,959,"[9, 5, 9]",3,137,89,"[23, 12, 105, 70]"
176998.png,100,"[1, 0, 0]",3,77,56,"[7, 5, 53, 51]"
176999.png,10,"[1, 0]",2,127,42,"[37, 9, 57, 35]"
177000.png,113,"[1, 1, 3]",3,125,79,"[25, 14, 98, 68]"
177001.png,3450,"[3, 4, 5, 0]",4,74,40,"[13, 10, 54, 34]"
177002.png,523,"[5, 2, 3]",3,117,79,"[22, 12, 83, 65]"
177003.png,483,"[4, 8, 3]",3,71,52,"[16, 12, 53, 40]"
177004.png,17,"[1, 7]",2,78,35,"[32, 10, 45, 25]"
177005.png,223,"[2, 2, 3]",3,303,139,"[33, 21, 211, 116]"
177006.png,437,"[4, 3, 7]",3,95,72,"[9, 12, 73, 58]"
177007.png,36,"[3, 6]",2,86,41,"[5, 1, 55, 37]"
177008.png,226,"[2, 2, 6]",3,71,48,"[8, 4, 56, 46]"
177009.png,138,"[1, 3, 8]",3,124,124,"[22, 24, 89, 102]"
177010.png,536,"[5, 3, 6]",3,89,63,"[4, 10, 73, 55]"
177011.png,5,[5],1,50,27,"[20, 3, 34, 26]"
177012.png,33,"[3, 3]",2,141,98,"[26, 21, 97, 84]"
177013.png,178,"[1, 7, 8]",3,176,100,"[22, 5, 132, 91]"
177014.png,559,"[5, 5, 9]",3,93,71,"[14, 13, 69, 59]"
177015.png,477,"[4, 7, 7]",3,114,97,"[27, 28, 78, 65]"
177016.png,153,"[1, 5, 3]",3,94,72,"[14, 6, 69, 55]"
177017.png,562,"[5, 6, 2]",3,72,43,"[11, 10, 50, 40]"
177018.png,119,"[1, 1, 9]",3,76,47,"[6, 1, 58, 43]"
177019.png,375,"[3, 7, 5]",3,45,40,"[5, 8, 34, 30]"
177020.png,16,"[1, 6]",2,85,41,"[30, 2, 60, 35]"
177021.png,564,"[5, 6, 4]",3,83,65,"[12, 8, 64, 56]"
177022.png,10,"[1, 0]",2,78,47,"[15, 7, 48, 39]"
177023.png,164,"[1, 6, 4]",3,64,33,"[12, 6, 44, 29]"
177024.png,12,"[1, 2]",2,215,99,"[67, 12, 147, 87]"
177025.png,97,"[9, 7]",2,55,54,"[13, 12, 41, 42]"
177026.png,613,"[6, 1, 3]",3,76,57,"[8, 11, 57, 47]"
177027.png,297,"[2, 9, 7]",3,84,42,"[14, 8, 59, 37]"
177028.png,0,[0],1,173,107,"[88, 20, 131, 93]"
177029.png,50,"[5, 0]",2,115,70,"[19, 5, 76, 60]"
177030.png,437,"[4, 3, 7]",3,85,82,"[14, 16, 57, 63]"
177031.png,107,"[1, 0, 7]",3,56,37,"[8, 10, 44, 33]"
177032.png,865,"[8, 6, 5]",3,107,82,"[19, 4, 82, 72]"
177033.png,99,"[9, 9]",2,87,71,"[14, 11, 57, 60]"
177034.png,43,"[4, 3]",2,88,64,"[17, 10, 55, 45]"
177035.png,29,"[2, 9]",2,61,40,"[4, 9, 48, 38]"
177036.png,146,"[1, 4, 6]",3,112,60,"[30, 7, 68, 43]"
177037.png,177,"[1, 7, 7]",3,101,65,"[20, 7, 78, 62]"
177038.png,155,"[1, 5, 5]",3,86,65,"[13, 9, 59, 57]"
177039.png,135,"[1, 3, 5]",3,76,47,"[9, 1, 64, 42]"
177040.png,198,"[1, 9, 8]",3,77,37,"[8, 1, 64, 35]"
177041.png,15,"[1, 5]",2,89,40,"[27, 6, 63, 35]"
177042.png,537,"[5, 3, 7]",3,122,65,"[6, 11, 93, 57]"
177043.png,133,"[1, 3, 3]",3,64,56,"[13, 11, 46, 53]"
177044.png,387,"[3, 8, 7]",3,165,126,"[6, 23, 135, 102]"
177045.png,136,"[1, 3, 6]",3,121,86,"[17, 15, 85, 67]"
177046.png,76,"[7, 6]",2,117,75,"[19, 9, 85, 62]"
177047.png,942,"[9, 4, 2]",3,123,96,"[18, 20, 89, 79]"
177048.png,471,"[4, 7, 1]",3,76,62,"[12, 13, 55, 50]"
177049.png,237,"[2, 3, 7]",3,39,23,"[6, 2, 28, 22]"
177050.png,401,"[4, 0, 1]",3,109,55,"[7, 4, 78, 49]"
177051.png,215,"[2, 1, 5]",3,124,86,"[26, 19, 90, 69]"
177052.png,396,"[3, 9, 6]",3,64,22,"[13, 5, 53, 20]"
177053.png,71,"[7, 1]",2,64,29,"[17, 2, 46, 28]"
177054.png,1144,"[1, 1, 4, 4]",4,80,58,"[11, 11, 54, 47]"
177055.png,821,"[8, 2, 1]",3,77,68,"[12, 17, 51, 53]"
177056.png,277,"[2, 7, 7]",3,151,90,"[22, 2, 111, 76]"
177057.png,156,"[1, 5, 6]",3,100,45,"[15, 1, 69, 44]"
177058.png,52,"[5, 2]",2,70,33,"[25, 7, 45, 29]"
177059.png,5100,"[5, 1, 0, 0]",4,43,30,"[7, 5, 33, 27]"
177060.png,422,"[4, 2, 2]",3,88,62,"[11, 12, 62, 53]"
177061.png,866,"[8, 6, 6]",3,174,89,"[19, 10, 129, 80]"
177062.png,237,"[2, 3, 7]",3,70,62,"[11, 12, 54, 53]"
177063.png,140,"[1, 4, 0]",3,39,18,"[3, 1, 30, 18]"
177064.png,43,"[4, 3]",2,61,55,"[14, 16, 36, 39]"
177065.png,48,"[4, 8]",2,99,78,"[16, 19, 74, 66]"
177066.png,29,"[2, 9]",2,142,65,"[53, 15, 89, 51]"
177067.png,12,"[1, 2]",2,81,48,"[12, 3, 45, 46]"
177068.png,49,"[4, 9]",2,336,110,"[179, 31, 248, 81]"
177069.png,36,"[3, 6]",2,102,52,"[4, 1, 82, 51]"
177070.png,12,"[1, 2]",2,97,41,"[34, 9, 66, 37]"
177071.png,77,"[7, 7]",2,128,37,"[28, 8, 42, 28]"
177072.png,421,"[4, 2, 1]",3,55,44,"[10, 8, 38, 37]"
177073.png,92,"[9, 2]",2,70,56,"[6, 10, 51, 48]"
177074.png,28,"[2, 8]",2,74,44,"[9, 5, 40, 40]"
177075.png,223,"[2, 2, 3]",3,106,56,"[15, 5, 77, 46]"
177076.png,181,"[1, 8, 1]",3,175,105,"[40, 22, 124, 86]"
177077.png,51,"[5, 1]",2,110,76,"[16, 7, 59, 68]"
177078.png,60,"[6, 0]",2,55,41,"[9, 2, 41, 38]"
177079.png,136,"[1, 3, 6]",3,145,127,"[6, 21, 123, 114]"
177080.png,104,"[1, 0, 4]",3,139,71,"[28, 9, 93, 61]"
177081.png,86,"[8, 6]",2,102,91,"[16, 7, 80, 79]"
177082.png,103,"[1, 0, 3]",3,99,82,"[17, 12, 77, 70]"
177083.png,100,"[1, 0, 0]",3,114,90,"[16, 11, 91, 81]"
177084.png,327,"[3, 2, 7]",3,109,63,"[9, 5, 78, 55]"
177085.png,248,"[2, 4, 8]",3,144,91,"[15, 16, 106, 76]"
177086.png,31,"[3, 1]",2,50,35,"[7, 3, 39, 33]"
177087.png,34,"[3, 4]",2,87,82,"[15, 16, 64, 67]"
177088.png,1061,"[1, 0, 6, 1]",4,169,78,"[8, 6, 146, 77]"
177089.png,45,"[4, 5]",2,105,82,"[15, 8, 75, 72]"
177090.png,13,"[1, 3]",2,68,30,"[25, 6, 44, 25]"
177091.png,9,[9],1,81,35,"[32, 4, 49, 29]"
177092.png,585,"[5, 8, 5]",3,136,65,"[5, 6, 109, 65]"
177093.png,129,"[1, 2, 9]",3,98,63,"[12, 7, 71, 54]"
177094.png,162,"[1, 6, 2]",3,120,56,"[21, 5, 100, 53]"
177095.png,65,"[6, 5]",2,83,48,"[14, 11, 46, 38]"
177096.png,73,"[7, 3]",2,53,53,"[10, 8, 38, 44]"
177097.png,541,"[5, 4, 1]",3,169,137,"[21, 18, 131, 117]"
177098.png,22,"[2, 2]",2,68,46,"[12, 6, 38, 43]"
177099.png,31,"[3, 1]",2,48,44,"[10, 8, 34, 38]"
177100.png,59,"[5, 9]",2,63,62,"[9, 13, 45, 45]"
177101.png,274,"[2, 7, 4]",3,77,62,"[11, 11, 59, 54]"
177102.png,106,"[1, 0, 6]",3,89,69,"[9, 11, 70, 59]"
177103.png,1000,"[1, 0, 0, 0]",4,85,48,"[10, 7, 64, 42]"
177104.png,77,"[7, 7]",2,75,61,"[14, 7, 62, 55]"
177105.png,10,"[1, 0]",2,45,32,"[11, 8, 27, 24]"
177106.png,643,"[6, 4, 3]",3,246,86,"[104, 25, 167, 69]"
177107.png,1235,"[1, 2, 3, 5]",4,169,99,"[11, 11, 134, 83]"
177108.png,1,[1],1,66,42,"[10, 7, 19, 35]"
177109.png,60,"[6, 0]",2,82,33,"[28, 3, 56, 28]"
177110.png,710,"[7, 1, 0]",3,124,103,"[18, 23, 96, 81]"
177111.png,107,"[1, 0, 7]",3,103,68,"[19, 5, 83, 66]"
177112.png,774,"[7, 7, 4]",3,75,53,"[14, 17, 55, 49]"
177113.png,95,"[9, 5]",2,46,54,"[9, 12, 32, 43]"
177114.png,421,"[4, 2, 1]",3,85,72,"[17, 20, 61, 54]"
177115.png,1065,"[1, 0, 6, 5]",4,49,27,"[4, 3, 39, 25]"
177116.png,280,"[2, 8, 0]",3,58,43,"[9, 9, 46, 37]"
177117.png,149,"[1, 4, 9]",3,75,44,"[14, 7, 55, 41]"
177118.png,167,"[1, 6, 7]",3,80,65,"[14, 12, 61, 57]"
177119.png,85,"[8, 5]",2,128,89,"[14, 8, 92, 74]"
177120.png,30,"[3, 0]",2,68,56,"[15, 18, 46, 43]"
177121.png,249,"[2, 4, 9]",3,67,44,"[8, 9, 48, 32]"
177122.png,570,"[5, 7, 0]",3,69,33,"[8, 1, 56, 33]"
177123.png,9966,"[9, 9, 6, 6]",4,215,79,"[22, 12, 154, 70]"
177124.png,114,"[1, 1, 4]",3,82,68,"[12, 17, 60, 49]"
177125.png,12,"[1, 2]",2,132,56,"[45, 10, 88, 48]"
177126.png,94,"[9, 4]",2,64,56,"[14, 9, 43, 50]"
177127.png,69,"[6, 9]",2,31,23,"[5, 1, 25, 23]"
177128.png,42,"[4, 2]",2,35,19,"[15, 3, 28, 16]"
177129.png,449,"[4, 4, 9]",3,165,100,"[25, 13, 122, 85]"
177130.png,178,"[1, 7, 8]",3,60,40,"[10, 11, 38, 28]"
177131.png,323,"[3, 2, 3]",3,149,88,"[4, 9, 109, 75]"
177132.png,740,"[7, 4, 0]",3,119,56,"[14, 2, 100, 48]"
177133.png,1294,"[1, 2, 9, 4]",4,204,110,"[32, 10, 142, 97]"
177134.png,1142,"[1, 1, 4, 2]",4,93,69,"[15, 16, 72, 56]"
177135.png,435,"[4, 3, 5]",3,127,84,"[23, 16, 90, 70]"
177136.png,500,"[5, 0, 0]",3,114,63,"[21, 7, 60, 54]"
177137.png,231,"[2, 3, 1]",3,39,22,"[5, 1, 34, 21]"
177138.png,293,"[2, 9, 3]",3,89,56,"[12, 8, 72, 43]"
177139.png,100,"[1, 0, 0]",3,101,48,"[17, 2, 79, 42]"
177140.png,70,"[7, 0]",2,83,68,"[9, 6, 64, 63]"
177141.png,738,"[7, 3, 8]",3,87,50,"[9, 4, 65, 39]"
177142.png,221,"[2, 2, 1]",3,68,48,"[8, 7, 50, 42]"
177143.png,133,"[1, 3, 3]",3,57,42,"[11, 7, 39, 33]"
177144.png,521,"[5, 2, 1]",3,53,47,"[10, 13, 39, 37]"
177145.png,1141,"[1, 1, 4, 1]",4,127,96,"[22, 30, 95, 74]"
177146.png,5677,"[5, 6, 7, 7]",4,90,49,"[14, 10, 66, 39]"
177147.png,62,"[6, 2]",2,76,34,"[27, 7, 54, 29]"
177148.png,37,"[3, 7]",2,83,82,"[12, 10, 60, 74]"
177149.png,287,"[2, 8, 7]",3,185,162,"[10, 27, 140, 130]"
177150.png,16,"[1, 6]",2,81,36,"[26, 5, 55, 32]"
177151.png,561,"[5, 6, 1]",3,76,49,"[9, 5, 62, 43]"
177152.png,176,"[1, 7, 6]",3,156,100,"[6, 12, 123, 91]"
177153.png,263,"[2, 6, 3]",3,62,34,"[8, 4, 47, 29]"
177154.png,324,"[3, 2, 4]",3,182,140,"[36, 16, 133, 129]"
177155.png,542,"[5, 4, 2]",3,141,106,"[30, 26, 97, 77]"
177156.png,81,"[8, 1]",2,82,69,"[8, 6, 60, 60]"
177157.png,93,"[9, 3]",2,98,68,"[14, 1, 74, 56]"
177158.png,155,"[1, 5, 5]",3,121,62,"[8, 6, 97, 56]"
177159.png,2230,"[2, 2, 3, 0]",4,87,33,"[12, 2, 63, 29]"
177160.png,702,"[7, 0, 2]",3,60,34,"[8, 10, 45, 31]"
177161.png,262,"[2, 6, 2]",3,132,112,"[15, 18, 103, 85]"
177162.png,319,"[3, 1, 9]",3,87,54,"[7, 10, 60, 43]"
177163.png,110,"[1, 1, 0]",3,67,34,"[12, 3, 47, 27]"
177164.png,96,"[9, 6]",2,70,30,"[21, 3, 48, 26]"
177165.png,265,"[2, 6, 5]",3,133,69,"[15, 7, 101, 60]"
177166.png,45,"[4, 5]",2,140,57,"[41, 2, 102, 49]"
177167.png,54,"[5, 4]",2,56,27,"[14, 5, 43, 26]"
177168.png,77,"[7, 7]",2,126,85,"[16, 4, 95, 71]"
177169.png,113,"[1, 1, 3]",3,90,48,"[22, 4, 61, 45]"
177170.png,344,"[3, 4, 4]",3,44,28,"[3, 1, 34, 28]"
177171.png,462,"[4, 6, 2]",3,66,40,"[8, 5, 53, 36]"
177172.png,360,"[3, 6, 0]",3,59,36,"[10, 9, 38, 27]"
177173.png,135,"[1, 3, 5]",3,61,34,"[5, 1, 44, 32]"
177174.png,132,"[1, 3, 2]",3,62,39,"[10, 7, 45, 30]"
177175.png,214,"[2, 1, 4]",3,54,32,"[11, 6, 37, 26]"
177176.png,29,"[2, 9]",2,273,156,"[42, 17, 190, 134]"
177177.png,83,"[8, 3]",2,56,41,"[12, 3, 43, 41]"
177178.png,481,"[4, 8, 1]",3,140,93,"[26, 10, 105, 82]"
177179.png,106,"[1, 0, 6]",3,165,107,"[32, 15, 119, 95]"
177180.png,801,"[8, 0, 1]",3,269,160,"[27, 16, 186, 138]"
177181.png,600,"[6, 0, 0]",3,68,44,"[10, 8, 50, 37]"
177182.png,333,"[3, 3, 3]",3,52,41,"[7, 7, 39, 35]"
177183.png,114,"[1, 1, 4]",3,122,50,"[14, 13, 79, 39]"
177184.png,13,"[1, 3]",2,99,43,"[38, 10, 66, 36]"
177185.png,501,"[5, 0, 1]",3,51,35,"[4, 6, 34, 31]"
177186.png,285,"[2, 8, 5]",3,84,55,"[19, 12, 62, 44]"
177187.png,79,"[7, 9]",2,235,100,"[65, 9, 163, 91]"
177188.png,71,"[7, 1]",2,66,33,"[25, 8, 46, 28]"
177189.png,655,"[6, 5, 5]",3,166,130,"[28, 30, 124, 93]"
177190.png,636,"[6, 3, 6]",3,172,113,"[17, 15, 126, 96]"
177191.png,1375,"[1, 3, 7, 5]",4,118,62,"[17, 5, 95, 57]"
177192.png,42,"[4, 2]",2,71,63,"[16, 16, 50, 47]"
177193.png,906,"[9, 0, 6]",3,86,58,"[14, 12, 52, 46]"
177194.png,384,"[3, 8, 4]",3,117,55,"[2, 6, 84, 46]"
177195.png,331,"[3, 3, 1]",3,103,68,"[16, 6, 82, 59]"
177196.png,157,"[1, 5, 7]",3,146,112,"[26, 24, 98, 82]"
177197.png,378,"[3, 7, 8]",3,40,20,"[5, 2, 29, 20]"
177198.png,62,"[6, 2]",2,43,43,"[6, 4, 34, 41]"
177199.png,1429,"[1, 4, 2, 9]",4,143,93,"[27, 9, 109, 85]"
177200.png,130,"[1, 3, 0]",3,78,42,"[7, 0, 62, 41]"
177201.png,962,"[9, 6, 2]",3,120,69,"[13, 16, 92, 54]"
177202.png,95,"[9, 5]",2,83,75,"[8, 13, 63, 57]"
177203.png,22,"[2, 2]",2,81,37,"[26, 8, 53, 30]"
177204.png,238,"[2, 3, 8]",3,114,98,"[16, 15, 85, 81]"
177205.png,18,"[1, 8]",2,76,58,"[23, 11, 50, 45]"
177206.png,99,"[9, 9]",2,44,26,"[11, 2, 32, 23]"
177207.png,220,"[2, 2, 0]",3,203,106,"[16, 13, 157, 91]"
177208.png,39,"[3, 9]",2,93,65,"[13, 8, 68, 57]"
177209.png,2037,"[2, 0, 3, 7]",4,103,50,"[11, 1, 81, 45]"
177210.png,44,"[4, 4]",2,81,41,"[25, 7, 74, 30]"
177211.png,12,"[1, 2]",2,114,70,"[55, 11, 113, 63]"
177212.png,173,"[1, 7, 3]",3,121,67,"[17, 6, 100, 59]"
177213.png,1200,"[1, 2, 0, 0]",4,194,76,"[14, 9, 144, 69]"
177214.png,109,"[1, 0, 9]",3,63,56,"[15, 17, 48, 44]"
177215.png,35,"[3, 5]",2,55,57,"[12, 5, 40, 51]"
177216.png,572,"[5, 7, 2]",3,94,70,"[18, 8, 86, 58]"
177217.png,41,"[4, 1]",2,43,23,"[16, 4, 36, 23]"
177218.png,26,"[2, 6]",2,72,56,"[10, 4, 50, 47]"
177219.png,515,"[5, 1, 5]",3,73,38,"[6, 4, 54, 32]"
177220.png,531,"[5, 3, 1]",3,43,29,"[4, 4, 35, 29]"
177221.png,19,"[1, 9]",2,87,36,"[30, 4, 57, 32]"
177222.png,790,"[7, 9, 0]",3,83,50,"[15, 9, 61, 44]"
177223.png,1038,"[1, 0, 3, 8]",4,143,78,"[11, 8, 100, 69]"
177224.png,14,"[1, 4]",2,85,37,"[29, 1, 55, 34]"
177225.png,36,"[3, 6]",2,133,70,"[23, 5, 95, 61]"
177226.png,80,"[8, 0]",2,63,40,"[10, 5, 46, 37]"
177227.png,116,"[1, 1, 6]",3,253,163,"[31, 24, 195, 132]"
177228.png,110,"[1, 1, 0]",3,57,64,"[16, 20, 38, 46]"
177229.png,310,"[3, 1, 0]",3,101,75,"[11, 11, 76, 64]"
177230.png,127,"[1, 2, 7]",3,128,127,"[4, 20, 117, 103]"
177231.png,97,"[9, 7]",2,84,77,"[8, 9, 58, 59]"
177232.png,143,"[1, 4, 3]",3,105,79,"[10, 20, 80, 62]"
177233.png,49,"[4, 9]",2,131,92,"[22, 10, 99, 78]"
177234.png,412,"[4, 1, 2]",3,50,33,"[7, 4, 36, 30]"
177235.png,295,"[2, 9, 5]",3,74,41,"[8, 6, 56, 36]"
177236.png,250,"[2, 5, 0]",3,99,78,"[15, 18, 68, 65]"
177237.png,745,"[7, 4, 5]",3,51,26,"[8, 2, 37, 22]"
177238.png,331,"[3, 3, 1]",3,29,26,"[3, 2, 23, 25]"
177239.png,1345,"[1, 3, 4, 5]",4,105,41,"[14, 3, 80, 33]"
177240.png,35,"[3, 5]",2,91,85,"[12, 9, 68, 78]"
177241.png,206,"[2, 0, 6]",3,74,55,"[10, 11, 57, 42]"
177242.png,115,"[1, 1, 5]",3,58,43,"[9, 7, 43, 34]"
177243.png,165,"[1, 6, 5]",3,121,85,"[14, 5, 94, 79]"
177244.png,15,"[1, 5]",2,71,34,"[26, 6, 48, 29]"
177245.png,817,"[8, 1, 7]",3,48,35,"[8, 11, 37, 28]"
177246.png,5,"[0, 5]",2,114,113,"[17, 19, 85, 78]"
177247.png,28,"[2, 8]",2,72,35,"[28, 9, 47, 30]"
177248.png,36,"[3, 6]",2,101,78,"[19, 10, 67, 70]"
177249.png,45,"[4, 5]",2,130,56,"[50, 13, 85, 41]"
177250.png,21,"[2, 1]",2,79,40,"[25, 4, 54, 37]"
177251.png,100,"[1, 0, 0]",3,83,57,"[10, 8, 59, 49]"
177252.png,33,"[3, 3]",2,68,48,"[8, 3, 50, 41]"
177253.png,330,"[3, 3, 0]",3,262,157,"[30, 22, 201, 128]"
177254.png,380,"[3, 8, 0]",3,156,104,"[15, 15, 126, 92]"
177255.png,146,"[1, 4, 6]",3,146,100,"[26, 24, 71, 60]"
177256.png,440,"[4, 4, 0]",3,64,37,"[9, 8, 47, 33]"
177257.png,93,"[9, 3]",2,221,181,"[16, 13, 179, 166]"
177258.png,47,"[4, 7]",2,79,34,"[27, 5, 51, 31]"
177259.png,75,"[7, 5]",2,108,79,"[16, 3, 84, 68]"
177260.png,42,"[4, 2]",2,48,23,"[19, 5, 32, 21]"
177261.png,225,"[2, 2, 5]",3,163,114,"[25, 21, 109, 96]"
177262.png,175,"[1, 7, 5]",3,80,44,"[11, 7, 62, 42]"
177263.png,71,"[7, 1]",2,83,36,"[26, 9, 57, 34]"
177264.png,19,"[1, 9]",2,81,65,"[16, 6, 53, 56]"
177265.png,434,"[4, 3, 4]",3,136,97,"[15, 18, 111, 81]"
177266.png,517,"[5, 1, 7]",3,62,46,"[9, 6, 47, 40]"
177267.png,421,"[4, 2, 1]",3,114,72,"[30, 19, 77, 54]"
177268.png,339,"[3, 3, 9]",3,121,106,"[19, 17, 92, 84]"
177269.png,3105,"[3, 1, 0, 5]",4,44,27,"[6, 0, 34, 24]"
177270.png,35,"[3, 5]",2,79,43,"[13, 3, 46, 39]"
177271.png,220,"[2, 2, 0]",3,70,36,"[14, 6, 46, 31]"
177272.png,101,"[1, 0, 1]",3,125,79,"[23, 15, 87, 65]"
177273.png,3976,"[3, 9, 7, 6]",4,96,46,"[8, 4, 79, 40]"
177274.png,1223,"[1, 2, 2, 3]",4,72,41,"[8, 4, 54, 36]"
177275.png,60,"[6, 0]",2,53,49,"[8, 11, 36, 35]"
177276.png,260,"[2, 6, 0]",3,111,78,"[20, 30, 79, 68]"
177277.png,270,"[2, 7, 0]",3,39,21,"[1, 2, 34, 21]"
177278.png,116,"[1, 1, 6]",3,69,36,"[11, 4, 47, 30]"
177279.png,335,"[3, 3, 5]",3,66,48,"[9, 12, 43, 36]"
177280.png,42,"[4, 2]",2,73,42,"[13, 5, 47, 38]"
177281.png,639,"[6, 3, 9]",3,92,44,"[16, 11, 55, 34]"
177282.png,512,"[5, 1, 2]",3,98,72,"[26, 20, 68, 49]"
177283.png,229,"[2, 2, 9]",3,75,50,"[14, 11, 51, 41]"
177284.png,737,"[7, 3, 7]",3,93,56,"[10, 6, 72, 53]"
177285.png,1280,"[1, 2, 8, 0]",4,94,48,"[5, 8, 74, 41]"
177286.png,149,"[1, 4, 9]",3,91,45,"[22, 8, 52, 28]"
177287.png,51,"[5, 1]",2,150,69,"[53, 12, 96, 58]"
177288.png,13,"[1, 3]",2,48,41,"[7, 3, 37, 40]"
177289.png,23,"[2, 3]",2,64,70,"[14, 4, 43, 60]"
177290.png,229,"[2, 2, 9]",3,137,62,"[9, 7, 109, 53]"
177291.png,44,"[4, 4]",2,79,30,"[29, 6, 51, 22]"
177292.png,127,"[1, 2, 7]",3,108,85,"[15, 15, 82, 75]"
177293.png,42,"[4, 2]",2,125,77,"[26, 8, 74, 67]"
177294.png,124,"[1, 2, 4]",3,164,68,"[57, 14, 106, 54]"
177295.png,24,"[2, 4]",2,81,30,"[34, 5, 52, 27]"
177296.png,59,"[5, 9]",2,69,62,"[10, 12, 49, 51]"
177297.png,14,"[1, 4]",2,105,67,"[17, 6, 72, 58]"
177298.png,36,"[3, 6]",2,87,81,"[8, 1, 71, 77]"
177299.png,77,"[7, 7]",2,164,99,"[33, 8, 113, 77]"
177300.png,328,"[3, 2, 8]",3,164,68,"[12, 1, 127, 66]"
177301.png,235,"[2, 3, 5]",3,96,59,"[10, 2, 78, 57]"
177302.png,3190,"[3, 1, 9, 0]",4,107,96,"[17, 21, 78, 77]"
177303.png,196,"[1, 9, 6]",3,64,41,"[6, 3, 47, 38]"
177304.png,400,"[4, 0, 0]",3,89,48,"[16, 11, 58, 39]"
177305.png,22,"[2, 2]",2,63,44,"[19, 13, 41, 36]"
177306.png,70,"[7, 0]",2,104,83,"[14, 13, 74, 68]"
177307.png,212,"[2, 1, 2]",3,39,22,"[5, 2, 32, 22]"
177308.png,605,"[6, 0, 5]",3,116,54,"[15, 9, 82, 47]"
177309.png,151,"[1, 5, 1]",3,100,44,"[21, 6, 70, 38]"
177310.png,47,"[4, 7]",2,56,50,"[8, 7, 40, 41]"
177311.png,113,"[1, 1, 3]",3,58,39,"[12, 6, 41, 31]"
177312.png,134,"[1, 3, 4]",3,96,56,"[22, 12, 63, 49]"
177313.png,528,"[5, 2, 8]",3,94,63,"[9, 9, 71, 48]"
177314.png,14,"[1, 4]",2,76,47,"[11, 8, 42, 40]"
177315.png,719,"[7, 1, 9]",3,95,61,"[13, 9, 65, 55]"
177316.png,50,"[5, 0]",2,71,30,"[24, 7, 47, 25]"
177317.png,133,"[1, 3, 3]",3,123,93,"[16, 25, 75, 71]"
177318.png,3,[3],1,66,56,"[16, 8, 36, 45]"
177319.png,188,"[1, 8, 8]",3,115,48,"[40, 8, 77, 41]"
177320.png,115,"[1, 1, 5]",3,51,44,"[11, 14, 36, 30]"
177321.png,21,"[2, 1]",2,120,57,"[50, 12, 72, 47]"
177322.png,19,"[1, 9]",2,92,56,"[14, 2, 68, 53]"
177323.png,137,"[1, 3, 7]",3,47,41,"[5, 8, 41, 37]"
177324.png,133,"[1, 3, 3]",3,105,84,"[26, 14, 70, 61]"
177325.png,237,"[2, 3, 7]",3,49,27,"[4, 2, 41, 26]"
177326.png,2301,"[2, 3, 0, 1]",4,83,53,"[13, 8, 62, 42]"
177327.png,689,"[6, 8, 9]",3,142,84,"[46, 51, 87, 84]"
177328.png,21,"[2, 1]",2,56,36,"[6, 5, 35, 32]"
177329.png,349,"[3, 4, 9]",3,88,63,"[12, 13, 64, 54]"
177330.png,7,[7],1,58,29,"[24, 5, 36, 24]"
177331.png,160,"[1, 6, 0]",3,46,43,"[11, 13, 34, 30]"
177332.png,325,"[3, 2, 5]",3,221,126,"[20, 14, 165, 102]"
177333.png,374,"[3, 7, 4]",3,204,124,"[38, 29, 137, 89]"
177334.png,30,"[3, 0]",2,116,78,"[18, 7, 81, 75]"
177335.png,377,"[3, 7, 7]",3,101,36,"[32, 7, 70, 29]"
177336.png,61,"[6, 1]",2,172,106,"[25, 3, 128, 91]"
177337.png,246,"[2, 4, 6]",3,52,28,"[5, 2, 41, 24]"
177338.png,260,"[2, 6, 0]",3,55,43,"[-1, 2, 41, 38]"
177339.png,541,"[5, 4, 1]",3,134,104,"[38, 18, 101, 87]"
177340.png,222,"[2, 2, 2]",3,73,37,"[11, 3, 53, 30]"
177341.png,93,"[9, 3]",2,136,70,"[40, 3, 90, 66]"
177342.png,18,"[1, 8]",2,70,40,"[20, 4, 43, 37]"
177343.png,183,"[1, 8, 3]",3,133,92,"[9, 2, 100, 80]"
177344.png,37,"[3, 7]",2,81,35,"[30, 8, 49, 29]"
177345.png,29,"[2, 9]",2,188,117,"[20, 24, 135, 96]"
177346.png,310,"[3, 1, 0]",3,82,55,"[12, 7, 60, 49]"
177347.png,2763,"[2, 7, 6, 3]",4,173,117,"[22, 23, 130, 101]"
177348.png,525,"[5, 2, 5]",3,99,47,"[8, 6, 70, 39]"
177349.png,422,"[4, 2, 2]",3,68,43,"[10, 6, 51, 37]"
177350.png,95,"[9, 5]",2,95,65,"[23, 3, 75, 59]"
177351.png,323,"[3, 2, 3]",3,86,42,"[9, 1, 64, 39]"
177352.png,760,"[7, 6, 0]",3,120,84,"[25, 20, 85, 61]"
177353.png,1147,"[1, 1, 4, 7]",4,112,51,"[15, 8, 77, 43]"
177354.png,117,"[1, 1, 7]",3,97,35,"[33, 8, 67, 30]"
177355.png,38,"[3, 8]",2,134,111,"[17, 13, 102, 96]"
177356.png,292,"[2, 9, 2]",3,49,30,"[6, 1, 46, 27]"
